State,Year,Quarter,District_name,Transaction_count,Transaction_amount
Manipur,2018,1,Kakching District,1622,1924584.2384454876
Manipur,2018,1,Jiribam District,1305,3564799.4519929583
Manipur,2018,1,Ukhrul District,1399,1647288.6651835062
Manipur,2018,1,Tamenglong District,1007,1709209.2458958817
Manipur,2018,1,Kamjong District,329,236107.7403536682
Manipur,2018,1,Chandel District,880,1376995.1405003848
Manipur,2018,1,Bishnupur District,7005,11341627.667845085
Manipur,2018,1,Senapati District,613,577840.1682329748
Manipur,2018,1,Pherzawl District,2,778.0896294258192
Manipur,2018,1,Churachandpur District,4081,11708258.721273843
Manipur,2018,1,Tengnoupal District,882,660028.7721459618
Manipur,2018,1,Imphal West District,29863,46026262.666274294
Manipur,2018,2,Kangpokpi District,6741,20315625.91653779
Manipur,2018,2,Noney District,1051,2486030.8565162863
Manipur,2018,2,Imphal East District,42065,54561898.7454827
Manipur,2018,2,Thoubal District,20689,17968719.216563758
Manipur,2018,2,Kakching District,3879,6411513.656549769
Manipur,2018,2,Jiribam District,2710,6467614.407545684
Manipur,2018,2,Ukhrul District,2800,6394470.819340965
Manipur,2018,2,Tamenglong District,1714,4747280.086110413
Manipur,2018,2,Kamjong District,340,446574.11265748634
Manipur,2018,2,Chandel District,1619,3525831.9511511945
Manipur,2018,2,Bishnupur District,11338,19352100.53894212
Manipur,2018,2,Senapati District,970,2034357.3575923673
Manipur,2018,2,Pherzawl District,11,1036.3525697348664
Manipur,2018,2,Churachandpur District,7110,18055703.27078783
Manipur,2018,2,Tengnoupal District,2080,6077962.2428630125
Manipur,2018,2,Imphal West District,46604,84363001.78828333
Manipur,2018,3,Kangpokpi District,9151,27937402.09243063
Manipur,2018,3,Noney District,1636,3959453.6371438224
Manipur,2018,3,Imphal East District,60511,89605715.78431109
Manipur,2018,3,Thoubal District,19399,34092748.23724542
Manipur,2018,3,Kakching District,4590,9968419.417644013
Manipur,2018,3,Jiribam District,3959,6601625.253335206
Manipur,2018,3,Ukhrul District,3600,9802720.723219434
Manipur,2018,3,Tamenglong District,2829,6192820.941522401
Manipur,2018,3,Kamjong District,349,673262.7657017015
Manipur,2018,3,Chandel District,2591,5588239.711362864
Manipur,2018,3,Bishnupur District,13649,24368236.711014666
Manipur,2018,3,Senapati District,1416,2555370.7700600782
Manipur,2018,3,Pherzawl District,48,97583.08278583639
Manipur,2018,3,Churachandpur District,8671,27468832.413289707
Manipur,2018,3,Tengnoupal District,3282,13385091.180977922
Manipur,2018,3,Imphal West District,53577,121033722.07207742
Manipur,2018,4,Kangpokpi District,13325,42081524.606101125
Manipur,2018,4,Noney District,2598,7315230.191123211
Manipur,2018,4,Imphal East District,54610,129176222.41262636
Manipur,2018,4,Thoubal District,24817,52899731.29086943
Manipur,2018,4,Kakching District,6508,13429124.004544508
Manipur,2018,4,Jiribam District,5444,13414981.155959103
Manipur,2018,4,Ukhrul District,4538,15201316.568829268
Manipur,2018,4,Tamenglong District,4866,13057576.00717781
Manipur,2018,4,Kamjong District,845,2822478.1128238714
Manipur,2018,4,Chandel District,4425,13092276.488481913
Manipur,2018,4,Bishnupur District,19048,37263259.12396772
Manipur,2018,4,Senapati District,2902,7569372.186811532
Manipur,2018,4,Pherzawl District,112,103445.61904358957
Manipur,2018,4,Churachandpur District,14801,54503246.75234864
Manipur,2018,4,Tengnoupal District,5426,22155446.62844094
Manipur,2018,4,Imphal West District,71845,181598328.15686062
Manipur,2019,1,Kangpokpi District,15937,42225052.52830845
Manipur,2019,1,Noney District,3526,7995454.9708068315
Manipur,2019,1,Imphal East District,65076,147611078.93080652
Manipur,2019,1,Thoubal District,24257,47210976.00123881
Manipur,2019,1,Kakching District,6683,13774811.29579331
Manipur,2019,1,Jiribam District,5957,16988787.69086654
Manipur,2019,1,Ukhrul District,6222,16838560.88842248
Manipur,2019,1,Tamenglong District,6373,13975000.543136504
Manipur,2019,1,Kamjong District,994,2575925.7869967697
Manipur,2019,1,Chandel District,4711,14267105.401719613
Manipur,2019,1,Bishnupur District,19486,48193281.39036342
Manipur,2019,1,Senapati District,3382,7787710.744660139
Manipur,2019,1,Pherzawl District,189,363380.8157813267
Manipur,2019,1,Churachandpur District,16940,53360483.20022403
Manipur,2019,1,Tengnoupal District,6064,21054191.304917272
Manipur,2019,1,Imphal West District,79612,205676258.93003774
Manipur,2019,2,Kangpokpi District,16230,47129360.10420917
Manipur,2019,2,Noney District,3382,10075253.477492668
Manipur,2019,2,Imphal East District,60830,163251483.39407197
Manipur,2019,2,Thoubal District,20528,50609235.60475471
Manipur,2019,2,Kakching District,6912,16106582.072259707
Manipur,2019,2,Jiribam District,6285,17270321.134957515
Manipur,2019,2,Ukhrul District,7984,21521804.282437492
Manipur,2019,2,Tamenglong District,5763,15814788.021049991
Manipur,2019,2,Kamjong District,974,3032919.691310563
Manipur,2019,2,Chandel District,5816,18618364.598585922
Manipur,2019,2,Bishnupur District,17577,41645991.98921693
Manipur,2019,2,Senapati District,4057,9803824.584911618
Manipur,2019,2,Pherzawl District,226,354755.2995869209
Manipur,2019,2,Churachandpur District,15958,52974898.07418257
Manipur,2019,2,Tengnoupal District,6226,22523708.105631053
Manipur,2019,2,Imphal West District,78677,232056651.71484104
Manipur,2019,3,Kangpokpi District,23953,61269618.190953486
Manipur,2019,3,Noney District,4592,10163311.001115777
Manipur,2019,3,Imphal East District,79728,206224069.84990168
Manipur,2019,3,Thoubal District,25149,56874722.875841096
Manipur,2019,3,Kakching District,10786,21658629.891090117
Manipur,2019,3,Jiribam District,6684,15754766.096758239
Manipur,2019,3,Ukhrul District,11017,25516446.138604183
Manipur,2019,3,Tamenglong District,9939,22282886.130792048
Manipur,2019,3,Kamjong District,1537,3909906.0631627766
Manipur,2019,3,Chandel District,9230,20201420.061846673
Manipur,2019,3,Bishnupur District,23755,49667965.86779255
Manipur,2019,3,Senapati District,5730,12992196.559651546
Manipur,2019,3,Pherzawl District,370,763600.6287200841
Manipur,2019,3,Churachandpur District,23946,67550608.43753463
Manipur,2019,3,Tengnoupal District,7570,21841055.2655591
Manipur,2019,3,Imphal West District,101022,266880799.50360966
Manipur,2019,4,Kangpokpi District,28686,74931231.19366804
Manipur,2019,4,Noney District,6326,14165358.767545234
Manipur,2019,4,Imphal East District,96589,249197379.8585516
Manipur,2019,4,Thoubal District,32971,73727196.96627039
Manipur,2019,4,Kakching District,12984,31541265.82204684
Manipur,2019,4,Jiribam District,7943,19814795.854595695
Manipur,2019,4,Ukhrul District,12148,33065935.196690496
Manipur,2019,4,Tamenglong District,11954,27326669.899029642
Manipur,2019,4,Kamjong District,1618,5668618.53808438
Manipur,2019,4,Chandel District,11650,30393939.871451408
Manipur,2019,4,Bishnupur District,31835,72704593.78015086
Manipur,2019,4,Senapati District,7994,15860386.82079871
Manipur,2019,4,Pherzawl District,537,1737007.4828713536
Manipur,2019,4,Churachandpur District,26420,76031748.45585427
Manipur,2019,4,Tengnoupal District,9616,28805257.528178874
Manipur,2019,4,Imphal West District,150073,445926296.0528502
Manipur,2020,1,Kangpokpi District,33643,81400323.90620552
Manipur,2020,1,Noney District,8941,23331883.38449249
Manipur,2020,1,Imphal East District,97573,222479758.42504126
Manipur,2020,1,Thoubal District,40558,92413414.3395817
Manipur,2020,1,Kakching District,16690,37525920.22436564
Manipur,2020,1,Jiribam District,8704,20332072.3920429
Manipur,2020,1,Ukhrul District,13355,30659040.231015503
Manipur,2020,1,Tamenglong District,14451,31491246.17045552
Manipur,2020,1,Kamjong District,2768,6910208.366847619
Manipur,2020,1,Chandel District,13716,31278977.085135248
Manipur,2020,1,Bishnupur District,40172,83818557.86725357
Manipur,2020,1,Senapati District,9922,18344875.736180037
Manipur,2020,1,Pherzawl District,982,1624394.409407775
Manipur,2020,1,Churachandpur District,33637,84566221.4462608
Manipur,2020,1,Tengnoupal District,12297,33219739.526860353
Manipur,2020,1,Imphal West District,471392,1799193747.3658047
Manipur,2020,2,Kangpokpi District,48617,105034881.03695941
Manipur,2020,2,Noney District,14604,44082720.741025195
Manipur,2020,2,Imphal East District,127255,269647863.43556607
Manipur,2020,2,Thoubal District,66183,158615301.51328385
Manipur,2020,2,Kakching District,30404,53791181.45126964
Manipur,2020,2,Jiribam District,13861,28862256.51424871
Manipur,2020,2,Ukhrul District,24243,43560417.96634197
Manipur,2020,2,Tamenglong District,21294,47020896.803083815
Manipur,2020,2,Kamjong District,4430,11168145.844261197
Manipur,2020,2,Chandel District,21517,49008541.100852005
Manipur,2020,2,Bishnupur District,70841,142299534.95281482
Manipur,2020,2,Senapati District,17187,27792929.58458709
Manipur,2020,2,Pherzawl District,1363,4220742.5953207435
Manipur,2020,2,Churachandpur District,50818,128936170.25492851
Manipur,2020,2,Tengnoupal District,18676,50033115.318425305
Manipur,2020,2,Imphal West District,551775,2034861513.6925411
Manipur,2020,3,Kangpokpi District,56646,141494952.88474357
Manipur,2020,3,Noney District,12955,42576247.00801732
Manipur,2020,3,Imphal East District,148992,357420385.46601486
Manipur,2020,3,Thoubal District,75667,178314817.40950677
Manipur,2020,3,Kakching District,33268,72744605.62932977
Manipur,2020,3,Jiribam District,17173,44785891.80461171
Manipur,2020,3,Ukhrul District,27857,63120519.96337035
Manipur,2020,3,Tamenglong District,24595,57102594.74572652
Manipur,2020,3,Kamjong District,5040,16944663.485157657
Manipur,2020,3,Chandel District,25158,63504521.07112962
Manipur,2020,3,Bishnupur District,82097,178752852.0332132
Manipur,2020,3,Senapati District,22336,47618195.960208856
Manipur,2020,3,Pherzawl District,2016,4920973.997680077
Manipur,2020,3,Churachandpur District,61160,179008408.76793516
Manipur,2020,3,Tengnoupal District,19244,50761115.422037035
Manipur,2020,3,Imphal West District,805964,3116905375.2218285
Manipur,2020,4,Kangpokpi District,74472,216458503.28856832
Manipur,2020,4,Noney District,14618,52819316.83640482
Manipur,2020,4,Imphal East District,179438,524041651.00012255
Manipur,2020,4,Thoubal District,87208,249311101.38298762
Manipur,2020,4,Kakching District,37180,96767393.90324815
Manipur,2020,4,Jiribam District,19898,56276520.99872882
Manipur,2020,4,Ukhrul District,32947,91688189.17603046
Manipur,2020,4,Tamenglong District,27674,77956516.78360562
Manipur,2020,4,Kamjong District,6676,21815826.79135724
Manipur,2020,4,Chandel District,31540,90473275.49273106
Manipur,2020,4,Bishnupur District,95869,267444206.38869548
Manipur,2020,4,Senapati District,27636,79537295.38666978
Manipur,2020,4,Pherzawl District,2329,4810299.528864712
Manipur,2020,4,Churachandpur District,71693,243354880.54309082
Manipur,2020,4,Tengnoupal District,23797,81989716.00595729
Manipur,2020,4,Imphal West District,894877,3447479864.9516916
Manipur,2021,1,Kangpokpi District,63234,205050443.8236801
Manipur,2021,1,Noney District,12635,47249169.68840321
Manipur,2021,1,Imphal East District,161841,530028907.0928848
Manipur,2021,1,Thoubal District,72593,240713473.6681419
Manipur,2021,1,Kakching District,29803,92307870.36114596
Manipur,2021,1,Jiribam District,16697,58448279.737162024
Manipur,2021,1,Ukhrul District,22415,68745913.46443734
Manipur,2021,1,Tamenglong District,20962,72960342.05136192
Manipur,2021,1,Kamjong District,6312,24926447.76105148
Manipur,2021,1,Chandel District,23884,80445733.20656839
Manipur,2021,1,Bishnupur District,73777,255486792.7272072
Manipur,2021,1,Senapati District,22025,73777202.5143657
Manipur,2021,1,Pherzawl District,1714,4788028.467703758
Manipur,2021,1,Churachandpur District,62755,250250943.40948159
Manipur,2021,1,Tengnoupal District,19430,102554591.19717449
Manipur,2021,1,Imphal West District,1693458,4962553375.308464
Manipur,2021,2,Kangpokpi District,78765,236369410.09906262
Manipur,2021,2,Noney District,13296,49460189.27496501
Manipur,2021,2,Imphal East District,179337,491977805.9791717
Manipur,2021,2,Thoubal District,91264,268514237.48815316
Manipur,2021,2,Kakching District,37444,92311646.34027098
Manipur,2021,2,Jiribam District,21823,67560643.64335921
Manipur,2021,2,Ukhrul District,28524,81225585.7217874
Manipur,2021,2,Tamenglong District,24852,77929754.45097202
Manipur,2021,2,Kamjong District,6983,31394830.195748344
Manipur,2021,2,Chandel District,29178,90054101.93360364
Manipur,2021,2,Bishnupur District,89095,260900495.16290623
Manipur,2021,2,Senapati District,25681,70219657.8819672
Manipur,2021,2,Pherzawl District,1842,5443830.799674254
Manipur,2021,2,Churachandpur District,80524,273962339.3949944
Manipur,2021,2,Tengnoupal District,23771,94806974.44450317
Manipur,2021,2,Imphal West District,2353896,5697696459.585503
Manipur,2021,3,Kangpokpi District,94883,299760833.40438926
Manipur,2021,3,Noney District,16371,63161488.24690456
Manipur,2021,3,Imphal East District,226128,705081475.2381085
Manipur,2021,3,Thoubal District,113257,363547884.1177802
Manipur,2021,3,Kakching District,44277,128692670.00805303
Manipur,2021,3,Jiribam District,26615,80773937.39020777
Manipur,2021,3,Ukhrul District,35250,118509943.90387845
Manipur,2021,3,Tamenglong District,33266,108769884.20480461
Manipur,2021,3,Kamjong District,7567,32384455.496498216
Manipur,2021,3,Chandel District,36126,116052040.78947881
Manipur,2021,3,Bishnupur District,104901,320379628.1976948
Manipur,2021,3,Senapati District,30580,94805880.65418252
Manipur,2021,3,Pherzawl District,2176,6654015.070624737
Manipur,2021,3,Churachandpur District,109913,397548796.562021
Manipur,2021,3,Tengnoupal District,32351,133669134.59317195
Manipur,2021,3,Imphal West District,3027735,7437068961.027054
Manipur,2021,4,Kangpokpi District,107329,318563859.82046556
Manipur,2021,4,Noney District,18970,68519523.59000592
Manipur,2021,4,Imphal East District,268205,853764884.9988655
Manipur,2021,4,Thoubal District,130316,393043161.28167
Manipur,2021,4,Kakching District,43224,130159064.31913412
Manipur,2021,4,Jiribam District,30742,97241435.32166685
Manipur,2021,4,Ukhrul District,38665,142778895.31045908
Manipur,2021,4,Tamenglong District,40279,140792582.9323008
Manipur,2021,4,Kamjong District,8685,32152837.655377008
Manipur,2021,4,Chandel District,39891,131651667.09783676
Manipur,2021,4,Bishnupur District,113386,369885898.8351996
Manipur,2021,4,Senapati District,33983,119108747.24317983
Manipur,2021,4,Pherzawl District,2553,4851553.5065681385
Manipur,2021,4,Churachandpur District,121140,446895232.6851511
Manipur,2021,4,Tengnoupal District,40383,154956864.23616886
Manipur,2021,4,Imphal West District,3649688,9254105829.377777
Manipur,2022,1,Kangpokpi District,120614,361422857.4778744
Manipur,2022,1,Noney District,21683,81975537.65019315
Manipur,2022,1,Imphal East District,298053,926298622.7916505
Manipur,2022,1,Thoubal District,159443,465999965.9324683
Manipur,2022,1,Kakching District,45714,129009720.36301753
Manipur,2022,1,Jiribam District,33214,106952141.35335837
Manipur,2022,1,Ukhrul District,45977,163211543.8876433
Manipur,2022,1,Tamenglong District,53325,182059187.8775179
Manipur,2022,1,Kamjong District,10050,38396927.57850355
Manipur,2022,1,Chandel District,46964,156821048.33140564
Manipur,2022,1,Bishnupur District,129775,410979761.59592944
Manipur,2022,1,Senapati District,41815,150533112.28282666
Manipur,2022,1,Pherzawl District,3014,6196514.84182024
Manipur,2022,1,Churachandpur District,132079,478282953.14129984
Manipur,2022,1,Tengnoupal District,42399,154983910.95505172
Manipur,2022,1,Imphal West District,4129560,10331377272.313238
Manipur,2022,2,Kangpokpi District,127346,360381229.2430087
Manipur,2022,2,Noney District,23197,84254940.12916884
Manipur,2022,2,Imphal East District,334382,1017003992.8811903
Manipur,2022,2,Thoubal District,179962,489921006.2514488
Manipur,2022,2,Kakching District,45754,124881636.16645998
Manipur,2022,2,Jiribam District,32691,103428721.0901084
Manipur,2022,2,Ukhrul District,48388,165524493.50724024
Manipur,2022,2,Tamenglong District,48779,158669784.21199045
Manipur,2022,2,Kamjong District,10915,37728133.785688624
Manipur,2022,2,Chandel District,44845,161255425.28835768
Manipur,2022,2,Bishnupur District,132234,427663723.98262036
Manipur,2022,2,Senapati District,43777,137415599.89701584
